"","SEQN","Schooling"
"16620",16620,NA
"16621",16621,3
"16622",16622,NA
"16623",16623,NA
"16624",16624,NA
"16625",16625,2
"16626",16626,2
"16627",16627,NA
"16628",16628,5
"16629",16629,NA
"16630",16630,NA
"16631",16631,4
"16632",16632,NA
"16633",16633,NA
"16634",16634,NA
"16635",16635,NA
"16636",16636,3
"16637",16637,2
"16638",16638,NA
"16639",16639,1
"16640",16640,4
"16641",16641,5
"16642",16642,1
"16643",16643,2
"16644",16644,4
"16645",16645,NA
"16646",16646,2
"16647",16647,NA
"16648",16648,NA
"16649",16649,NA
"16650",16650,NA
"16651",16651,3
"16652",16652,NA
"16653",16653,NA
"16654",16654,5
"16655",16655,2
"16656",16656,2
"16657",16657,3
"16658",16658,NA
"16659",16659,5
"16660",16660,NA
"16661",16661,2
"16662",16662,4
"16663",16663,NA
"16664",16664,3
"16665",16665,4
"16666",16666,NA
"16667",16667,3
"16668",16668,NA
"16669",16669,NA
"16670",16670,NA
"16671",16671,NA
"16672",16672,1
"16673",16673,5
"16674",16674,NA
"16675",16675,3
"16676",16676,3
"16677",16677,4
"16678",16678,1
"16679",16679,NA
"16680",16680,4
"16681",16681,NA
"16682",16682,1
"16683",16683,NA
"16684",16684,NA
"16685",16685,NA
"16686",16686,2
"16687",16687,4
"16688",16688,NA
"16689",16689,1
"16690",16690,NA
"16691",16691,NA
"16692",16692,NA
"16693",16693,1
"16694",16694,NA
"16695",16695,3
"16696",16696,NA
"16697",16697,3
"16698",16698,NA
"16699",16699,NA
"16700",16700,NA
"16701",16701,2
"16702",16702,NA
"16703",16703,NA
"16704",16704,3
"16705",16705,4
"16706",16706,2
"16707",16707,NA
"16708",16708,5
"16709",16709,NA
"16710",16710,NA
"16711",16711,5
"16712",16712,NA
"16713",16713,NA
"16714",16714,NA
"16715",16715,NA
"16716",16716,NA
"16717",16717,NA
"16718",16718,NA
"16719",16719,NA
"16720",16720,1
"16721",16721,NA
"16722",16722,3
"16723",16723,NA
"16724",16724,3
"16725",16725,NA
"16726",16726,3
"16727",16727,NA
"16728",16728,NA
"16729",16729,1
"16730",16730,4
"16731",16731,5
"16732",16732,NA
"16733",16733,3
"16734",16734,NA
"16735",16735,NA
"16736",16736,4
"16737",16737,5
"16738",16738,4
"16739",16739,4
"16740",16740,NA
"16741",16741,4
"16742",16742,NA
"16743",16743,NA
"16744",16744,NA
"16745",16745,NA
"16746",16746,NA
"16747",16747,NA
"16748",16748,NA
"16749",16749,5
"16750",16750,NA
"16751",16751,NA
"16752",16752,NA
"16753",16753,NA
"16754",16754,4
"16755",16755,NA
"16756",16756,NA
"16757",16757,2
"16758",16758,1
"16759",16759,5
"16760",16760,5
"16761",16761,5
"16762",16762,NA
"16763",16763,3
"16764",16764,2
"16765",16765,NA
"16766",16766,NA
"16767",16767,NA
"16768",16768,NA
"16769",16769,NA
"16770",16770,NA
"16771",16771,3
"16772",16772,NA
"16773",16773,NA
"16774",16774,2
"16775",16775,3
"16776",16776,NA
"16777",16777,1
"16778",16778,NA
"16779",16779,1
"16780",16780,NA
"16781",16781,NA
"16782",16782,2
"16783",16783,NA
"16784",16784,NA
"16785",16785,3
"16786",16786,NA
"16787",16787,2
"16788",16788,NA
"16789",16789,4
"16790",16790,4
"16791",16791,4
"16792",16792,NA
"16793",16793,NA
"16794",16794,NA
"16795",16795,NA
"16796",16796,3
"16797",16797,NA
"16798",16798,NA
"16799",16799,NA
"16800",16800,4
"16801",16801,NA
"16802",16802,NA
"16803",16803,NA
"16804",16804,4
"16805",16805,5
"16806",16806,3
"16807",16807,4
"16808",16808,3
"16809",16809,NA
"16810",16810,NA
"16811",16811,2
"16812",16812,1
"16813",16813,3
"16814",16814,2
"16815",16815,1
"16816",16816,NA
"16817",16817,NA
"16818",16818,NA
"16819",16819,5
"16820",16820,NA
"16821",16821,NA
"16822",16822,NA
"16823",16823,1
"16824",16824,1
"16825",16825,NA
"16826",16826,4
"16827",16827,2
"16828",16828,NA
"16829",16829,NA
"16830",16830,NA
"16831",16831,2
"16832",16832,NA
"16833",16833,3
"16834",16834,5
"16835",16835,NA
"16836",16836,2
"16837",16837,NA
"16838",16838,NA
"16839",16839,3
"16840",16840,1
"16841",16841,NA
"16842",16842,NA
"16843",16843,NA
"16844",16844,2
"16845",16845,2
"16846",16846,NA
"16847",16847,NA
"16848",16848,2
"16849",16849,4
"16850",16850,1
"16851",16851,NA
"16852",16852,NA
"16853",16853,NA
"16854",16854,NA
"16855",16855,NA
"16856",16856,NA
"16857",16857,NA
"16858",16858,NA
"16859",16859,NA
"16860",16860,4
"16861",16861,NA
"16862",16862,NA
"16863",16863,4
"16864",16864,1
"16865",16865,NA
"16866",16866,5
"16867",16867,2
"16868",16868,NA
"16869",16869,4
"16870",16870,NA
"16871",16871,NA
"16872",16872,NA
"16873",16873,NA
"16874",16874,NA
"16875",16875,4
"16876",16876,NA
"16877",16877,NA
"16878",16878,4
"16879",16879,NA
"16880",16880,NA
"16881",16881,4
"16882",16882,NA
"16883",16883,NA
"16884",16884,5
"16885",16885,NA
"16886",16886,NA
"16887",16887,4
"16888",16888,3
"16889",16889,5
"16890",16890,NA
"16891",16891,NA
"16892",16892,NA
"16893",16893,NA
"16894",16894,NA
"16895",16895,1
"16896",16896,NA
"16897",16897,1
"16898",16898,2
"16899",16899,1
"16900",16900,2
"16901",16901,4
"16902",16902,5
"16903",16903,NA
"16904",16904,2
"16905",16905,4
"16906",16906,NA
"16907",16907,NA
"16908",16908,NA
"16909",16909,5
"16910",16910,NA
"16911",16911,3
"16912",16912,3
"16913",16913,2
"16914",16914,NA
"16915",16915,NA
"16916",16916,4
"16917",16917,NA
"16918",16918,4
"16919",16919,5
"16920",16920,NA
"16921",16921,NA
"16922",16922,3
"16923",16923,NA
"16924",16924,NA
"16925",16925,3
"16926",16926,4
"16927",16927,3
"16928",16928,NA
"16929",16929,2
"16930",16930,NA
"16931",16931,3
"16932",16932,NA
"16933",16933,NA
"16934",16934,NA
"16935",16935,NA
"16936",16936,5
"16937",16937,NA
"16938",16938,4
"16939",16939,NA
"16940",16940,5
"16941",16941,NA
"16942",16942,NA
"16943",16943,3
"16944",16944,4
"16945",16945,3
"16946",16946,5
"16947",16947,NA
"16948",16948,NA
"16949",16949,3
"16950",16950,NA
"16951",16951,NA
"16952",16952,NA
"16953",16953,NA
"16954",16954,NA
"16955",16955,5
"16956",16956,1
"16957",16957,NA
"16958",16958,3
"16959",16959,1
"16960",16960,2
"16961",16961,NA
"16962",16962,3
"16963",16963,1
"16964",16964,NA
"16965",16965,4
"16966",16966,NA
"16967",16967,1
"16968",16968,3
"16969",16969,2
"16970",16970,NA
"16971",16971,5
"16972",16972,NA
"16973",16973,NA
"16974",16974,1
"16975",16975,1
"16976",16976,NA
"16977",16977,NA
"16978",16978,2
"16979",16979,5
"16980",16980,NA
"16981",16981,NA
"16982",16982,NA
"16983",16983,NA
"16984",16984,3
"16985",16985,2
"16986",16986,2
"16987",16987,NA
"16988",16988,4
"16989",16989,NA
"16990",16990,NA
"16991",16991,2
"16992",16992,NA
"16993",16993,2
"16994",16994,3
"16995",16995,4
"16996",16996,NA
"16997",16997,NA
"16998",16998,NA
"16999",16999,NA
"17000",17000,NA
"17001",17001,NA
"17002",17002,NA
"17003",17003,5
"17004",17004,4
"17005",17005,NA
"17006",17006,4
"17007",17007,NA
"17008",17008,1
"17009",17009,NA
"17010",17010,3
"17011",17011,1
"17012",17012,NA
"17013",17013,5
"17014",17014,2
"17015",17015,NA
"17016",17016,NA
"17017",17017,NA
"17018",17018,4
"17019",17019,4
"17020",17020,NA
"17021",17021,NA
"17022",17022,NA
"17023",17023,NA
"17024",17024,NA
"17025",17025,NA
"17026",17026,NA
"17027",17027,4
"17028",17028,5
"17029",17029,5
"17030",17030,3
"17031",17031,4
"17032",17032,4
"17033",17033,NA
"17034",17034,3
"17035",17035,5
"17036",17036,3
"17037",17037,NA
"17038",17038,3
"17039",17039,NA
"17040",17040,NA
"17041",17041,NA
"17042",17042,3
"17043",17043,5
"17044",17044,NA
"17045",17045,NA
"17046",17046,NA
"17047",17047,4
"17048",17048,1
"17049",17049,4
"17050",17050,NA
"17051",17051,2
"17052",17052,5
"17053",17053,3
"17054",17054,3
"17055",17055,NA
"17056",17056,NA
"17057",17057,3
"17058",17058,NA
"17059",17059,NA
"17060",17060,NA
"17061",17061,2
"17062",17062,NA
"17063",17063,3
"17064",17064,NA
"17065",17065,NA
"17066",17066,NA
"17067",17067,NA
"17068",17068,2
"17069",17069,NA
"17070",17070,NA
"17071",17071,NA
"17072",17072,4
"17073",17073,NA
"17074",17074,NA
"17075",17075,NA
"17076",17076,2
"17077",17077,5
"17078",17078,2
"17079",17079,NA
"17080",17080,2
"17081",17081,NA
"17082",17082,1
"17083",17083,2
"17084",17084,NA
"17085",17085,NA
"17086",17086,NA
"17087",17087,NA
"17088",17088,5
"17089",17089,4
"17090",17090,NA
"17091",17091,3
"17092",17092,1
"17093",17093,1
"17094",17094,NA
"17095",17095,5
"17096",17096,3
"17097",17097,1
"17098",17098,NA
"17099",17099,NA
"17100",17100,NA
"17101",17101,NA
"17102",17102,4
"17103",17103,3
"17104",17104,3
"17105",17105,NA
"17106",17106,NA
"17107",17107,1
"17108",17108,5
"17109",17109,3
"17110",17110,NA
"17111",17111,NA
"17112",17112,3
"17113",17113,NA
"17114",17114,NA
"17115",17115,3
"17116",17116,3
"17117",17117,3
"17118",17118,3
"17119",17119,NA
"17120",17120,1
"17121",17121,NA
"17122",17122,4
"17123",17123,4
"17124",17124,NA
"17125",17125,4
"17126",17126,4
"17127",17127,3
"17128",17128,NA
"17129",17129,4
"17130",17130,NA
"17131",17131,3
"17132",17132,NA
"17133",17133,NA
"17134",17134,3
"17135",17135,1
"17136",17136,1
"17137",17137,2
"17138",17138,NA
"17139",17139,NA
"17140",17140,NA
"17141",17141,NA
"17142",17142,NA
"17143",17143,NA
"17144",17144,NA
"17145",17145,5
"17146",17146,NA
"17147",17147,NA
"17148",17148,4
"17149",17149,NA
"17150",17150,4
"17151",17151,NA
"17152",17152,1
"17153",17153,3
"17154",17154,3
"17155",17155,3
"17156",17156,1
"17157",17157,NA
"17158",17158,4
"17159",17159,4
"17160",17160,NA
"17161",17161,4
"17162",17162,NA
"17163",17163,NA
"17164",17164,5
"17165",17165,NA
"17166",17166,5
"17167",17167,4
"17168",17168,NA
"17169",17169,5
"17170",17170,4
"17171",17171,NA
"17172",17172,NA
"17173",17173,NA
"17174",17174,NA
"17175",17175,1
"17176",17176,2
"17177",17177,NA
"17178",17178,2
"17179",17179,NA
"17180",17180,NA
"17181",17181,4
"17182",17182,NA
"17183",17183,4
"17184",17184,3
"17185",17185,NA
"17186",17186,NA
"17187",17187,3
"17188",17188,1
"17189",17189,5
"17190",17190,NA
"17191",17191,NA
"17192",17192,NA
"17193",17193,NA
"17194",17194,NA
"17195",17195,1
"17196",17196,NA
"17197",17197,3
"17198",17198,3
"17199",17199,1
"17200",17200,1
"17201",17201,NA
"17202",17202,4
"17203",17203,3
"17204",17204,5
"17205",17205,5
"17206",17206,NA
"17207",17207,NA
"17208",17208,3
"17209",17209,5
"17210",17210,5
"17211",17211,5
"17212",17212,NA
"17213",17213,3
"17214",17214,3
"17215",17215,NA
"17216",17216,3
"17217",17217,NA
"17218",17218,3
"17219",17219,NA
"17220",17220,NA
"17221",17221,4
"17222",17222,4
"17223",17223,NA
"17224",17224,1
"17225",17225,NA
"17226",17226,NA
"17227",17227,NA
"17228",17228,4
"17229",17229,NA
"17230",17230,NA
"17231",17231,2
"17232",17232,4
"17233",17233,4
"17234",17234,NA
"17235",17235,2
"17236",17236,5
"17237",17237,NA
"17238",17238,3
"17239",17239,NA
"17240",17240,NA
"17241",17241,NA
"17242",17242,4
"17243",17243,NA
"17244",17244,3
"17245",17245,NA
"17246",17246,3
"17247",17247,4
"17248",17248,5
"17249",17249,4
"17250",17250,NA
"17251",17251,1
"17252",17252,5
"17253",17253,4
"17254",17254,NA
"17255",17255,NA
"17256",17256,4
"17257",17257,NA
"17258",17258,4
"17259",17259,5
"17260",17260,1
"17261",17261,NA
"17262",17262,NA
"17263",17263,NA
"17264",17264,NA
"17265",17265,2
"17266",17266,1
"17267",17267,5
"17268",17268,4
"17269",17269,NA
"17270",17270,5
"17271",17271,NA
"17272",17272,5
"17273",17273,NA
"17274",17274,NA
"17275",17275,3
"17276",17276,NA
"17277",17277,2
"17278",17278,5
"17279",17279,NA
"17280",17280,NA
"17281",17281,NA
"17282",17282,1
"17283",17283,NA
"17284",17284,NA
"17285",17285,9
"17286",17286,5
"17287",17287,NA
"17288",17288,NA
"17289",17289,NA
"17290",17290,NA
"17291",17291,1
"17292",17292,5
"17293",17293,NA
"17294",17294,NA
"17295",17295,NA
"17296",17296,3
"17297",17297,3
"17298",17298,4
"17299",17299,NA
"17300",17300,NA
"17301",17301,1
"17302",17302,NA
"17303",17303,5
"17304",17304,NA
"17305",17305,3
"17306",17306,NA
"17307",17307,NA
"17308",17308,NA
"17309",17309,4
"17310",17310,NA
"17311",17311,1
"17312",17312,4
"17313",17313,5
"17314",17314,3
"17315",17315,5
"17316",17316,1
"17317",17317,3
"17318",17318,NA
"17319",17319,NA
"17320",17320,4
"17321",17321,4
"17322",17322,NA
"17323",17323,NA
"17324",17324,NA
"17325",17325,4
"17326",17326,3
"17327",17327,1
"17328",17328,NA
"17329",17329,4
"17330",17330,NA
"17331",17331,3
"17332",17332,NA
"17333",17333,NA
"17334",17334,2
"17335",17335,NA
"17336",17336,NA
"17337",17337,3
"17338",17338,NA
"17339",17339,NA
"17340",17340,5
"17341",17341,NA
"17342",17342,2
"17343",17343,3
"17344",17344,2
"17345",17345,3
"17346",17346,3
"17347",17347,5
"17348",17348,4
"17349",17349,1
"17350",17350,NA
"17351",17351,NA
"17352",17352,2
"17353",17353,NA
"17354",17354,NA
"17355",17355,NA
"17356",17356,NA
"17357",17357,NA
"17358",17358,NA
"17359",17359,NA
"17360",17360,5
"17361",17361,5
"17362",17362,NA
"17363",17363,NA
"17364",17364,NA
"17365",17365,5
"17366",17366,NA
"17367",17367,NA
"17368",17368,NA
"17369",17369,2
"17370",17370,NA
"17371",17371,NA
"17372",17372,2
"17373",17373,1
"17374",17374,3
"17375",17375,NA
"17376",17376,5
"17377",17377,NA
"17378",17378,NA
"17379",17379,NA
"17380",17380,5
"17381",17381,4
"17382",17382,NA
"17383",17383,NA
"17384",17384,1
"17385",17385,NA
"17386",17386,NA
"17387",17387,NA
"17388",17388,5
"17389",17389,NA
"17390",17390,NA
"17391",17391,5
"17392",17392,NA
"17393",17393,NA
"17394",17394,NA
"17395",17395,3
"17396",17396,NA
"17397",17397,1
"17398",17398,NA
"17399",17399,4
"17400",17400,NA
"17401",17401,NA
"17402",17402,2
"17403",17403,5
"17404",17404,NA
"17405",17405,NA
"17406",17406,NA
"17407",17407,NA
"17408",17408,NA
"17409",17409,3
"17410",17410,NA
"17411",17411,NA
"17412",17412,NA
"17413",17413,NA
"17414",17414,3
"17415",17415,3
"17416",17416,4
"17417",17417,3
"17418",17418,5
"17419",17419,1
"17420",17420,5
"17421",17421,5
"17422",17422,NA
"17423",17423,2
"17424",17424,NA
"17425",17425,5
"17426",17426,NA
"17427",17427,1
"17428",17428,4
"17429",17429,NA
"17430",17430,NA
"17431",17431,NA
"17432",17432,NA
"17433",17433,NA
"17434",17434,NA
"17435",17435,NA
"17436",17436,NA
"17437",17437,2
"17438",17438,NA
"17439",17439,5
"17440",17440,2
"17441",17441,NA
"17442",17442,3
"17443",17443,NA
"17444",17444,3
"17445",17445,NA
"17446",17446,2
"17447",17447,NA
"17448",17448,2
"17449",17449,NA
"17450",17450,NA
"17451",17451,NA
"17452",17452,NA
"17453",17453,1
"17454",17454,NA
"17455",17455,2
"17456",17456,1
"17457",17457,1
"17458",17458,NA
"17459",17459,NA
"17460",17460,3
"17461",17461,4
"17462",17462,NA
"17463",17463,5
"17464",17464,2
"17465",17465,NA
"17466",17466,NA
"17467",17467,5
"17468",17468,5
"17469",17469,5
"17470",17470,NA
"17471",17471,NA
"17472",17472,NA
"17473",17473,NA
"17474",17474,4
"17475",17475,NA
"17476",17476,NA
"17477",17477,4
"17478",17478,NA
"17479",17479,3
"17480",17480,NA
"17481",17481,1
"17482",17482,NA
"17483",17483,2
"17484",17484,3
"17485",17485,NA
"17486",17486,NA
"17487",17487,NA
"17488",17488,1
"17489",17489,1
"17490",17490,4
"17491",17491,4
"17492",17492,5
"17493",17493,2
"17494",17494,1
"17495",17495,NA
"17496",17496,NA
"17497",17497,NA
"17498",17498,NA
"17499",17499,NA
"17500",17500,NA
"17501",17501,5
"17502",17502,2
"17503",17503,3
"17504",17504,NA
"17505",17505,3
"17506",17506,2
"17507",17507,5
"17508",17508,4
"17509",17509,NA
"17510",17510,NA
"17511",17511,NA
"17512",17512,NA
"17513",17513,2
"17514",17514,NA
"17515",17515,3
"17516",17516,NA
"17517",17517,NA
"17518",17518,2
"17519",17519,NA
"17520",17520,NA
"17521",17521,1
"17522",17522,NA
"17523",17523,3
"17524",17524,NA
"17525",17525,4
"17526",17526,NA
"17527",17527,2
"17528",17528,NA
"17529",17529,NA
"17530",17530,NA
"17531",17531,5
"17532",17532,5
"17533",17533,NA
"17534",17534,5
"17535",17535,NA
"17536",17536,5
"17537",17537,NA
"17538",17538,NA
"17539",17539,NA
"17540",17540,NA
"17541",17541,4
"17542",17542,3
"17543",17543,4
"17544",17544,NA
"17545",17545,NA
"17546",17546,NA
"17547",17547,4
"17548",17548,NA
"17549",17549,NA
"17550",17550,NA
"17551",17551,4
"17552",17552,4
"17553",17553,2
"17554",17554,NA
"17555",17555,NA
"17556",17556,3
"17557",17557,NA
"17558",17558,NA
"17559",17559,4
"17560",17560,NA
"17561",17561,4
"17562",17562,3
"17563",17563,NA
"17564",17564,2
"17565",17565,NA
"17566",17566,1
"17567",17567,3
"17568",17568,3
"17569",17569,2
"17570",17570,NA
"17571",17571,5
"17572",17572,NA
"17573",17573,NA
"17574",17574,NA
"17575",17575,NA
"17576",17576,NA
"17577",17577,4
"17578",17578,5
"17579",17579,2
"17580",17580,5
"17581",17581,1
"17582",17582,NA
"17583",17583,4
"17584",17584,NA
"17585",17585,4
"17586",17586,4
"17587",17587,4
"17588",17588,NA
"17589",17589,NA
"17590",17590,NA
"17591",17591,4
"17592",17592,4
"17593",17593,NA
"17594",17594,NA
"17595",17595,4
"17596",17596,5
"17597",17597,NA
"17598",17598,2
"17599",17599,2
"17600",17600,NA
"17601",17601,NA
"17602",17602,NA
"17603",17603,1
"17604",17604,NA
"17605",17605,5
"17606",17606,5
"17607",17607,3
"17608",17608,1
"17609",17609,3
"17610",17610,3
"17611",17611,NA
"17612",17612,NA
"17613",17613,2
"17614",17614,NA
"17615",17615,5
"17616",17616,5
"17617",17617,1
"17618",17618,NA
"17619",17619,NA
"17620",17620,1
"17621",17621,1
"17622",17622,4
"17623",17623,2
"17624",17624,4
"17625",17625,3
"17626",17626,3
"17627",17627,3
"17628",17628,NA
"17629",17629,1
"17630",17630,4
"17631",17631,2
"17632",17632,5
"17633",17633,4
"17634",17634,NA
"17635",17635,3
"17636",17636,1
"17637",17637,4
"17638",17638,NA
"17639",17639,4
"17640",17640,3
"17641",17641,2
"17642",17642,NA
"17643",17643,NA
"17644",17644,1
"17645",17645,1
"17646",17646,NA
"17647",17647,1
"17648",17648,1
"17649",17649,1
"17650",17650,3
"17651",17651,NA
"17652",17652,4
"17653",17653,NA
"17654",17654,2
"17655",17655,NA
"17656",17656,5
"17657",17657,NA
"17658",17658,3
"17659",17659,3
"17660",17660,NA
"17661",17661,NA
"17662",17662,NA
"17663",17663,3
"17664",17664,NA
"17665",17665,NA
"17666",17666,2
"17667",17667,2
"17668",17668,NA
"17669",17669,4
"17670",17670,NA
"17671",17671,NA
"17672",17672,4
"17673",17673,NA
"17674",17674,2
"17675",17675,NA
"17676",17676,NA
"17677",17677,NA
"17678",17678,NA
"17679",17679,NA
"17680",17680,NA
"17681",17681,5
"17682",17682,NA
"17683",17683,5
"17684",17684,NA
"17685",17685,NA
"17686",17686,1
"17687",17687,NA
"17688",17688,NA
"17689",17689,3
"17690",17690,NA
"17691",17691,NA
"17692",17692,NA
"17693",17693,5
"17694",17694,4
"17695",17695,3
"17696",17696,3
"17697",17697,NA
"17698",17698,NA
"17699",17699,NA
"17700",17700,4
"17701",17701,NA
"17702",17702,NA
"17703",17703,4
"17704",17704,1
"17705",17705,NA
"17706",17706,4
"17707",17707,4
"17708",17708,NA
"17709",17709,4
"17710",17710,NA
"17711",17711,NA
"17712",17712,NA
"17713",17713,3
"17714",17714,4
"17715",17715,4
"17716",17716,NA
"17717",17717,NA
"17718",17718,1
"17719",17719,1
"17720",17720,3
"17721",17721,2
"17722",17722,NA
"17723",17723,2
"17724",17724,2
"17725",17725,4
"17726",17726,NA
"17727",17727,4
"17728",17728,4
"17729",17729,1
"17730",17730,1
"17731",17731,NA
"17732",17732,5
"17733",17733,1
"17734",17734,2
"17735",17735,NA
"17736",17736,NA
"17737",17737,2
"17738",17738,2
"17739",17739,NA
"17740",17740,5
"17741",17741,NA
"17742",17742,5
"17743",17743,NA
"17744",17744,NA
"17745",17745,4
"17746",17746,NA
"17747",17747,4
"17748",17748,NA
"17749",17749,NA
"17750",17750,NA
"17751",17751,NA
"17752",17752,1
"17753",17753,NA
"17754",17754,NA
"17755",17755,4
"17756",17756,1
"17757",17757,4
"17758",17758,3
"17759",17759,NA
"17760",17760,NA
"17761",17761,5
"17762",17762,NA
"17763",17763,5
"17764",17764,NA
"17765",17765,NA
"17766",17766,3
"17767",17767,NA
"17768",17768,4
"17769",17769,5
"17770",17770,NA
"17771",17771,5
"17772",17772,1
"17773",17773,NA
"17774",17774,5
"17775",17775,2
"17776",17776,NA
"17777",17777,5
"17778",17778,3
"17779",17779,NA
"17780",17780,1
"17781",17781,NA
"17782",17782,NA
"17783",17783,3
"17784",17784,5
"17785",17785,NA
"17786",17786,5
"17787",17787,NA
"17788",17788,NA
"17789",17789,3
"17790",17790,2
"17791",17791,NA
"17792",17792,4
"17793",17793,NA
"17794",17794,NA
"17795",17795,1
"17796",17796,NA
"17797",17797,NA
"17798",17798,NA
"17799",17799,3
"17800",17800,NA
"17801",17801,2
"17802",17802,5
"17803",17803,NA
"17804",17804,4
"17805",17805,NA
"17806",17806,NA
"17807",17807,NA
"17808",17808,NA
"17809",17809,1
"17810",17810,3
"17811",17811,NA
"17812",17812,3
"17813",17813,1
"17814",17814,NA
"17815",17815,5
"17816",17816,NA
"17817",17817,NA
"17818",17818,NA
"17819",17819,3
"17820",17820,NA
"17821",17821,4
"17822",17822,NA
"17823",17823,NA
"17824",17824,NA
"17825",17825,NA
"17826",17826,5
"17827",17827,NA
"17828",17828,3
"17829",17829,5
"17830",17830,NA
"17831",17831,3
"17832",17832,NA
"17833",17833,1
"17834",17834,4
"17835",17835,NA
"17836",17836,1
"17837",17837,3
"17838",17838,5
"17839",17839,5
"17840",17840,NA
"17841",17841,3
"17842",17842,3
"17843",17843,3
"17844",17844,NA
"17845",17845,NA
"17846",17846,NA
"17847",17847,4
"17848",17848,NA
"17849",17849,5
"17850",17850,NA
"17851",17851,NA
"17852",17852,NA
"17853",17853,3
"17854",17854,4
"17855",17855,4
"17856",17856,4
"17857",17857,NA
"17858",17858,NA
"17859",17859,NA
"17860",17860,3
"17861",17861,2
"17862",17862,NA
"17863",17863,4
"17864",17864,4
"17865",17865,3
"17866",17866,NA
"17867",17867,3
"17868",17868,NA
"17869",17869,NA
"17870",17870,NA
"17871",17871,NA
"17872",17872,NA
"17873",17873,5
"17874",17874,NA
